InstYear,EnergyConvTech,Year,ModelGeography,SubGeography1,ConvEff
2026,EG_CCGT,2029,INDIA,WR,0.404442722
2026,EG_CCGT,2029,INDIA,SR,0.404442722
2026,EG_CCGT,2029,INDIA,NER,0.404442722
2026,EG_CCGT,2030,INDIA,NR,0.404442722
2026,EG_CCGT,2030,INDIA,ER,0.404442722
2026,EG_CCGT,2030,INDIA,WR,0.404442722
2026,EG_CCGT,2030,INDIA,SR,0.404442722
2026,EG_CCGT,2030,INDIA,NER,0.404442722
2026,EG_CCGT,2031,INDIA,NR,0.404442722
2026,EG_CCGT,2031,INDIA,ER,0.404442722
2026,EG_CCGT,2031,INDIA,WR,0.404442722
2026,EG_CCGT,2031,INDIA,SR,0.404442722
2026,EG_CCGT,2031,INDIA,NER,0.404442722
2027,EG_CCGT,2027,INDIA,NR,0.404442722
2027,EG_CCGT,2027,INDIA,ER,0.404442722
2027,EG_CCGT,2027,INDIA,WR,0.404442722
2027,EG_CCGT,2027,INDIA,SR,0.404442722
2027,EG_CCGT,2027,INDIA,NER,0.404442722
2027,EG_CCGT,2028,INDIA,NR,0.404442722
2027,EG_CCGT,2028,INDIA,ER,0.404442722
2027,EG_CCGT,2028,INDIA,WR,0.404442722
2027,EG_CCGT,2028,INDIA,SR,0.404442722
2027,EG_CCGT,2028,INDIA,NER,0.404442722
2027,EG_CCGT,2029,INDIA,NR,0.404442722
2027,EG_CCGT,2029,INDIA,ER,0.404442722
2027,EG_CCGT,2029,INDIA,WR,0.404442722
2027,EG_CCGT,2029,INDIA,SR,0.404442722
2027,EG_CCGT,2029,INDIA,NER,0.404442722
2027,EG_CCGT,2030,INDIA,NR,0.404442722
2027,EG_CCGT,2030,INDIA,ER,0.404442722
2027,EG_CCGT,2030,INDIA,WR,0.404442722
2027,EG_CCGT,2030,INDIA,SR,0.404442722
2027,EG_CCGT,2030,INDIA,NER,0.404442722
2027,EG_CCGT,2031,INDIA,NR,0.404442722
2027,EG_CCGT,2031,INDIA,ER,0.404442722
2027,EG_CCGT,2031,INDIA,WR,0.404442722
2027,EG_CCGT,2031,INDIA,SR,0.404442722
2027,EG_CCGT,2031,INDIA,NER,0.404442722
2028,EG_CCGT,2028,INDIA,NR,0.404442722
2028,EG_CCGT,2028,INDIA,ER,0.404442722
2028,EG_CCGT,2028,INDIA,WR,0.404442722
2028,EG_CCGT,2028,INDIA,SR,0.404442722
2028,EG_CCGT,2028,INDIA,NER,0.404442722
2028,EG_CCGT,2029,INDIA,NR,0.404442722
2028,EG_CCGT,2029,INDIA,ER,0.404442722
2028,EG_CCGT,2029,INDIA,WR,0.404442722
2028,EG_CCGT,2029,INDIA,SR,0.404442722
2028,EG_CCGT,2029,INDIA,NER,0.404442722
2028,EG_CCGT,2030,INDIA,NR,0.404442722
2028,EG_CCGT,2030,INDIA,ER,0.404442722
2028,EG_CCGT,2030,INDIA,WR,0.404442722
2028,EG_CCGT,2030,INDIA,SR,0.404442722
2028,EG_CCGT,2030,INDIA,NER,0.404442722
2028,EG_CCGT,2031,INDIA,NR,0.404442722
2028,EG_CCGT,2031,INDIA,ER,0.404442722
2028,EG_CCGT,2031,INDIA,WR,0.404442722
2028,EG_CCGT,2031,INDIA,SR,0.404442722
2028,EG_CCGT,2031,INDIA,NER,0.404442722
2029,EG_CCGT,2029,INDIA,NR,0.404442722
2029,EG_CCGT,2029,INDIA,ER,0.404442722
2029,EG_CCGT,2029,INDIA,WR,0.404442722
2029,EG_CCGT,2029,INDIA,SR,0.404442722
2029,EG_CCGT,2029,INDIA,NER,0.404442722
2029,EG_CCGT,2030,INDIA,NR,0.404442722
2029,EG_CCGT,2030,INDIA,ER,0.404442722
2029,EG_CCGT,2030,INDIA,WR,0.404442722
2029,EG_CCGT,2030,INDIA,SR,0.404442722
2029,EG_CCGT,2030,INDIA,NER,0.404442722
2029,EG_CCGT,2031,INDIA,NR,0.404442722
2029,EG_CCGT,2031,INDIA,ER,0.404442722
2029,EG_CCGT,2031,INDIA,WR,0.404442722
2029,EG_CCGT,2031,INDIA,SR,0.404442722
2029,EG_CCGT,2031,INDIA,NER,0.404442722
2030,EG_CCGT,2030,INDIA,NR,0.404442722
2030,EG_CCGT,2030,INDIA,ER,0.404442722
2030,EG_CCGT,2030,INDIA,WR,0.404442722
2030,EG_CCGT,2030,INDIA,SR,0.404442722
2030,EG_CCGT,2030,INDIA,NER,0.404442722
2030,EG_CCGT,2031,INDIA,NR,0.404442722
2030,EG_CCGT,2031,INDIA,ER,0.404442722
2030,EG_CCGT,2031,INDIA,WR,0.404442722
2030,EG_CCGT,2031,INDIA,SR,0.404442722
2030,EG_CCGT,2031,INDIA,NER,0.404442722
2031,EG_CCGT,2031,INDIA,NR,0.404442722
2031,EG_CCGT,2031,INDIA,ER,0.404442722
2031,EG_CCGT,2031,INDIA,WR,0.404442722
2031,EG_CCGT,2031,INDIA,SR,0.404442722
2031,EG_CCGT,2031,INDIA,NER,0.404442722
2020,EG_BIOMASS,2021,INDIA,NR,0.238845897
2020,EG_BIOMASS,2022,INDIA,NR,0.238845897
2020,EG_BIOMASS,2023,INDIA,NR,0.238845897
2020,EG_BIOMASS,2024,INDIA,NR,0.238845897
2020,EG_BIOMASS,2025,INDIA,NR,0.238845897
2020,EG_BIOMASS,2026,INDIA,NR,0.238845897
2020,EG_BIOMASS,2027,INDIA,NR,0.238845897
2020,EG_BIOMASS,2028,INDIA,NR,0.238845897
2020,EG_BIOMASS,2029,INDIA,NR,0.238845897
2020,EG_BIOMASS,2030,INDIA,NR,0.238845897
2020,EG_BIOMASS,2031,INDIA,NR,0.238845897
2020,EG_BIOMASS,2021,INDIA,ER,0.238845897
2020,EG_BIOMASS,2022,INDIA,ER,0.238845897
2020,EG_BIOMASS,2023,INDIA,ER,0.238845897
2020,EG_BIOMASS,2024,INDIA,ER,0.238845897
2020,EG_BIOMASS,2025,INDIA,ER,0.238845897
2020,EG_BIOMASS,2026,INDIA,ER,0.238845897
2020,EG_BIOMASS,2027,INDIA,ER,0.238845897
2020,EG_BIOMASS,2028,INDIA,ER,0.238845897
2020,EG_BIOMASS,2029,INDIA,ER,0.238845897
2020,EG_BIOMASS,2030,INDIA,ER,0.238845897
2020,EG_BIOMASS,2031,INDIA,ER,0.238845897
2020,EG_BIOMASS,2021,INDIA,WR,0.238845897
2020,EG_BIOMASS,2022,INDIA,WR,0.238845897
2020,EG_BIOMASS,2023,INDIA,WR,0.238845897
2020,EG_BIOMASS,2024,INDIA,WR,0.238845897
2020,EG_BIOMASS,2025,INDIA,WR,0.238845897
2020,EG_BIOMASS,2026,INDIA,WR,0.238845897
2020,EG_BIOMASS,2027,INDIA,WR,0.238845897
2020,EG_BIOMASS,2028,INDIA,WR,0.238845897
2020,EG_BIOMASS,2029,INDIA,WR,0.238845897
2020,EG_BIOMASS,2030,INDIA,WR,0.238845897
2020,EG_BIOMASS,2031,INDIA,WR,0.238845897
2020,EG_BIOMASS,2021,INDIA,SR,0.238845897
2020,EG_BIOMASS,2022,INDIA,SR,0.238845897
2020,EG_BIOMASS,2023,INDIA,SR,0.238845897
2020,EG_BIOMASS,2024,INDIA,SR,0.238845897
2020,EG_BIOMASS,2025,INDIA,SR,0.238845897
2020,EG_BIOMASS,2026,INDIA,SR,0.238845897
2020,EG_BIOMASS,2027,INDIA,SR,0.238845897
2020,EG_BIOMASS,2028,INDIA,SR,0.238845897
2020,EG_BIOMASS,2029,INDIA,SR,0.238845897
2020,EG_BIOMASS,2030,INDIA,SR,0.238845897
2020,EG_BIOMASS,2031,INDIA,SR,0.238845897
2020,EG_BIOMASS,2021,INDIA,NER,0.238845897
2020,EG_BIOMASS,2022,INDIA,NER,0.238845897
2020,EG_BIOMASS,2023,INDIA,NER,0.238845897
2020,EG_BIOMASS,2024,INDIA,NER,0.238845897
2020,EG_BIOMASS,2025,INDIA,NER,0.238845897
2020,EG_BIOMASS,2026,INDIA,NER,0.238845897
2020,EG_BIOMASS,2027,INDIA,NER,0.238845897
2020,EG_BIOMASS,2028,INDIA,NER,0.238845897
2020,EG_BIOMASS,2029,INDIA,NER,0.238845897
2020,EG_BIOMASS,2030,INDIA,NER,0.238845897
2020,EG_BIOMASS,2031,INDIA,NER,0.238845897
2021,EG_BIOMASS,2021,INDIA,NR,0.238845897
2021,EG_BIOMASS,2021,INDIA,ER,0.238845897
2021,EG_BIOMASS,2021,INDIA,WR,0.238845897
2021,EG_BIOMASS,2021,INDIA,SR,0.238845897
2021,EG_BIOMASS,2021,INDIA,NER,0.238845897
2021,EG_BIOMASS,2022,INDIA,NR,0.238845897
2021,EG_BIOMASS,2022,INDIA,ER,0.238845897
2021,EG_BIOMASS,2022,INDIA,WR,0.238845897
2021,EG_BIOMASS,2022,INDIA,SR,0.238845897
2021,EG_BIOMASS,2022,INDIA,NER,0.238845897
2021,EG_BIOMASS,2023,INDIA,NR,0.238845897
2021,EG_BIOMASS,2023,INDIA,ER,0.238845897
2021,EG_BIOMASS,2023,INDIA,WR,0.238845897
2021,EG_BIOMASS,2023,INDIA,SR,0.238845897
2021,EG_BIOMASS,2023,INDIA,NER,0.238845897
2021,EG_BIOMASS,2024,INDIA,NR,0.238845897
2021,EG_BIOMASS,2024,INDIA,ER,0.238845897
2021,EG_BIOMASS,2024,INDIA,WR,0.238845897
2021,EG_BIOMASS,2024,INDIA,SR,0.238845897
2021,EG_BIOMASS,2024,INDIA,NER,0.238845897
2021,EG_BIOMASS,2025,INDIA,NR,0.238845897
2021,EG_BIOMASS,2025,INDIA,ER,0.238845897
2021,EG_BIOMASS,2025,INDIA,WR,0.238845897
2021,EG_BIOMASS,2025,INDIA,SR,0.238845897
2021,EG_BIOMASS,2025,INDIA,NER,0.238845897
2021,EG_BIOMASS,2026,INDIA,NR,0.238845897
2021,EG_BIOMASS,2026,INDIA,ER,0.238845897
2021,EG_BIOMASS,2026,INDIA,WR,0.238845897
2021,EG_BIOMASS,2026,INDIA,SR,0.238845897
2021,EG_BIOMASS,2026,INDIA,NER,0.238845897
2021,EG_BIOMASS,2027,INDIA,NR,0.238845897
2021,EG_BIOMASS,2027,INDIA,ER,0.238845897
2021,EG_BIOMASS,2027,INDIA,WR,0.238845897
2021,EG_BIOMASS,2027,INDIA,SR,0.238845897
2021,EG_BIOMASS,2027,INDIA,NER,0.238845897
2021,EG_BIOMASS,2028,INDIA,NR,0.238845897
2021,EG_BIOMASS,2028,INDIA,ER,0.238845897
2021,EG_BIOMASS,2028,INDIA,WR,0.238845897
2021,EG_BIOMASS,2028,INDIA,SR,0.238845897
2021,EG_BIOMASS,2028,INDIA,NER,0.238845897
2021,EG_BIOMASS,2029,INDIA,NR,0.238845897
2021,EG_BIOMASS,2029,INDIA,ER,0.238845897
2021,EG_BIOMASS,2029,INDIA,WR,0.238845897
2021,EG_BIOMASS,2029,INDIA,SR,0.238845897
2021,EG_BIOMASS,2029,INDIA,NER,0.238845897
2021,EG_BIOMASS,2030,INDIA,NR,0.238845897
2021,EG_BIOMASS,2030,INDIA,ER,0.238845897
2021,EG_BIOMASS,2030,INDIA,WR,0.238845897
2021,EG_BIOMASS,2030,INDIA,SR,0.238845897
2021,EG_BIOMASS,2030,INDIA,NER,0.238845897
2021,EG_BIOMASS,2031,INDIA,NR,0.238845897
2021,EG_BIOMASS,2031,INDIA,ER,0.238845897
2021,EG_BIOMASS,2031,INDIA,WR,0.238845897
2021,EG_BIOMASS,2031,INDIA,SR,0.238845897
2021,EG_BIOMASS,2031,INDIA,NER,0.238845897
2022,EG_BIOMASS,2022,INDIA,NR,0.238845897
2022,EG_BIOMASS,2022,INDIA,ER,0.238845897
2022,EG_BIOMASS,2022,INDIA,WR,0.238845897
2022,EG_BIOMASS,2022,INDIA,SR,0.238845897
2022,EG_BIOMASS,2022,INDIA,NER,0.238845897
2022,EG_BIOMASS,2023,INDIA,NR,0.238845897
2022,EG_BIOMASS,2023,INDIA,ER,0.238845897
2022,EG_BIOMASS,2023,INDIA,WR,0.238845897
2022,EG_BIOMASS,2023,INDIA,SR,0.238845897
2022,EG_BIOMASS,2023,INDIA,NER,0.238845897
2022,EG_BIOMASS,2024,INDIA,NR,0.238845897
2022,EG_BIOMASS,2024,INDIA,ER,0.238845897
2022,EG_BIOMASS,2024,INDIA,WR,0.238845897
2022,EG_BIOMASS,2024,INDIA,SR,0.238845897
2022,EG_BIOMASS,2024,INDIA,NER,0.238845897
2022,EG_BIOMASS,2025,INDIA,NR,0.238845897
2022,EG_BIOMASS,2025,INDIA,ER,0.238845897
2022,EG_BIOMASS,2025,INDIA,WR,0.238845897
2022,EG_BIOMASS,2025,INDIA,SR,0.238845897
2022,EG_BIOMASS,2025,INDIA,NER,0.238845897
2022,EG_BIOMASS,2026,INDIA,NR,0.238845897
2022,EG_BIOMASS,2026,INDIA,ER,0.238845897
2022,EG_BIOMASS,2026,INDIA,WR,0.238845897
2022,EG_BIOMASS,2026,INDIA,SR,0.238845897
2022,EG_BIOMASS,2026,INDIA,NER,0.238845897
2022,EG_BIOMASS,2027,INDIA,NR,0.238845897
2022,EG_BIOMASS,2027,INDIA,ER,0.238845897
2022,EG_BIOMASS,2027,INDIA,WR,0.238845897
2022,EG_BIOMASS,2027,INDIA,SR,0.238845897
2022,EG_BIOMASS,2027,INDIA,NER,0.238845897
2022,EG_BIOMASS,2028,INDIA,NR,0.238845897
2022,EG_BIOMASS,2028,INDIA,ER,0.238845897
2022,EG_BIOMASS,2028,INDIA,WR,0.238845897
2022,EG_BIOMASS,2028,INDIA,SR,0.238845897
2022,EG_BIOMASS,2028,INDIA,NER,0.238845897
2022,EG_BIOMASS,2029,INDIA,NR,0.238845897
2022,EG_BIOMASS,2029,INDIA,ER,0.238845897
2022,EG_BIOMASS,2029,INDIA,WR,0.238845897
2022,EG_BIOMASS,2029,INDIA,SR,0.238845897
2022,EG_BIOMASS,2029,INDIA,NER,0.238845897
2022,EG_BIOMASS,2030,INDIA,NR,0.238845897
2022,EG_BIOMASS,2030,INDIA,ER,0.238845897
2022,EG_BIOMASS,2030,INDIA,WR,0.238845897
2022,EG_BIOMASS,2030,INDIA,SR,0.238845897
2022,EG_BIOMASS,2030,INDIA,NER,0.238845897
2022,EG_BIOMASS,2031,INDIA,NR,0.238845897
2022,EG_BIOMASS,2031,INDIA,ER,0.238845897
2022,EG_BIOMASS,2031,INDIA,WR,0.238845897
2022,EG_BIOMASS,2031,INDIA,SR,0.238845897
2022,EG_BIOMASS,2031,INDIA,NER,0.238845897
2023,EG_BIOMASS,2023,INDIA,NR,0.238845897
2023,EG_BIOMASS,2023,INDIA,ER,0.238845897
2023,EG_BIOMASS,2023,INDIA,WR,0.238845897
2023,EG_BIOMASS,2023,INDIA,SR,0.238845897
2023,EG_BIOMASS,2023,INDIA,NER,0.238845897
2023,EG_BIOMASS,2024,INDIA,NR,0.238845897
2023,EG_BIOMASS,2024,INDIA,ER,0.238845897
2023,EG_BIOMASS,2024,INDIA,WR,0.238845897
2023,EG_BIOMASS,2024,INDIA,SR,0.238845897
2023,EG_BIOMASS,2024,INDIA,NER,0.238845897
2023,EG_BIOMASS,2025,INDIA,NR,0.238845897
2023,EG_BIOMASS,2025,INDIA,ER,0.238845897
2023,EG_BIOMASS,2025,INDIA,WR,0.238845897
2023,EG_BIOMASS,2025,INDIA,SR,0.238845897
2023,EG_BIOMASS,2025,INDIA,NER,0.238845897
2023,EG_BIOMASS,2026,INDIA,NR,0.238845897
2023,EG_BIOMASS,2026,INDIA,ER,0.238845897
2023,EG_BIOMASS,2026,INDIA,WR,0.238845897
2023,EG_BIOMASS,2026,INDIA,SR,0.238845897
2023,EG_BIOMASS,2026,INDIA,NER,0.238845897
2023,EG_BIOMASS,2027,INDIA,NR,0.238845897
2023,EG_BIOMASS,2027,INDIA,ER,0.238845897
2023,EG_BIOMASS,2027,INDIA,WR,0.238845897
2023,EG_BIOMASS,2027,INDIA,SR,0.238845897
2023,EG_BIOMASS,2027,INDIA,NER,0.238845897
2023,EG_BIOMASS,2028,INDIA,NR,0.238845897
2023,EG_BIOMASS,2028,INDIA,ER,0.238845897
2023,EG_BIOMASS,2028,INDIA,WR,0.238845897
2023,EG_BIOMASS,2028,INDIA,SR,0.238845897
2023,EG_BIOMASS,2028,INDIA,NER,0.238845897
2023,EG_BIOMASS,2029,INDIA,NR,0.238845897
2023,EG_BIOMASS,2029,INDIA,ER,0.238845897
2023,EG_BIOMASS,2029,INDIA,WR,0.238845897
2023,EG_BIOMASS,2029,INDIA,SR,0.238845897
2023,EG_BIOMASS,2029,INDIA,NER,0.238845897
2023,EG_BIOMASS,2030,INDIA,NR,0.238845897
2023,EG_BIOMASS,2030,INDIA,ER,0.238845897
2023,EG_BIOMASS,2030,INDIA,WR,0.238845897
2023,EG_BIOMASS,2030,INDIA,SR,0.238845897
2023,EG_BIOMASS,2030,INDIA,NER,0.238845897
2023,EG_BIOMASS,2031,INDIA,NR,0.238845897
2023,EG_BIOMASS,2031,INDIA,ER,0.238845897
2023,EG_BIOMASS,2031,INDIA,WR,0.238845897
2023,EG_BIOMASS,2031,INDIA,SR,0.238845897
2023,EG_BIOMASS,2031,INDIA,NER,0.238845897
2024,EG_BIOMASS,2024,INDIA,NR,0.238845897
2024,EG_BIOMASS,2024,INDIA,ER,0.238845897
2024,EG_BIOMASS,2024,INDIA,WR,0.238845897
2024,EG_BIOMASS,2024,INDIA,SR,0.238845897
2024,EG_BIOMASS,2024,INDIA,NER,0.238845897
2024,EG_BIOMASS,2025,INDIA,NR,0.238845897
2024,EG_BIOMASS,2025,INDIA,ER,0.238845897
2024,EG_BIOMASS,2025,INDIA,WR,0.238845897
2024,EG_BIOMASS,2025,INDIA,SR,0.238845897
2024,EG_BIOMASS,2025,INDIA,NER,0.238845897
2024,EG_BIOMASS,2026,INDIA,NR,0.238845897
2024,EG_BIOMASS,2026,INDIA,ER,0.238845897
2024,EG_BIOMASS,2026,INDIA,WR,0.238845897
2024,EG_BIOMASS,2026,INDIA,SR,0.238845897
2024,EG_BIOMASS,2026,INDIA,NER,0.238845897
2024,EG_BIOMASS,2027,INDIA,NR,0.238845897
2024,EG_BIOMASS,2027,INDIA,ER,0.238845897
2024,EG_BIOMASS,2027,INDIA,WR,0.238845897
2024,EG_BIOMASS,2027,INDIA,SR,0.238845897
2024,EG_BIOMASS,2027,INDIA,NER,0.238845897
2024,EG_BIOMASS,2028,INDIA,NR,0.238845897
2024,EG_BIOMASS,2028,INDIA,ER,0.238845897
2024,EG_BIOMASS,2028,INDIA,WR,0.238845897
2024,EG_BIOMASS,2028,INDIA,SR,0.238845897
2024,EG_BIOMASS,2028,INDIA,NER,0.238845897
2024,EG_BIOMASS,2029,INDIA,NR,0.238845897
2024,EG_BIOMASS,2029,INDIA,ER,0.238845897
2024,EG_BIOMASS,2029,INDIA,WR,0.238845897
2024,EG_BIOMASS,2029,INDIA,SR,0.238845897
2024,EG_BIOMASS,2029,INDIA,NER,0.238845897
2024,EG_BIOMASS,2030,INDIA,NR,0.238845897
2024,EG_BIOMASS,2030,INDIA,ER,0.238845897
2024,EG_BIOMASS,2030,INDIA,WR,0.238845897
2024,EG_BIOMASS,2030,INDIA,SR,0.238845897
2024,EG_BIOMASS,2030,INDIA,NER,0.238845897
2024,EG_BIOMASS,2031,INDIA,NR,0.238845897
2024,EG_BIOMASS,2031,INDIA,ER,0.238845897
2024,EG_BIOMASS,2031,INDIA,WR,0.238845897
2024,EG_BIOMASS,2031,INDIA,SR,0.238845897
2024,EG_BIOMASS,2031,INDIA,NER,0.238845897
2025,EG_BIOMASS,2025,INDIA,NR,0.238845897
2025,EG_BIOMASS,2025,INDIA,ER,0.238845897
2025,EG_BIOMASS,2025,INDIA,WR,0.238845897
2025,EG_BIOMASS,2025,INDIA,SR,0.238845897
2025,EG_BIOMASS,2025,INDIA,NER,0.238845897
2025,EG_BIOMASS,2026,INDIA,NR,0.238845897
2025,EG_BIOMASS,2026,INDIA,ER,0.238845897
2025,EG_BIOMASS,2026,INDIA,WR,0.238845897
2025,EG_BIOMASS,2026,INDIA,SR,0.238845897
2025,EG_BIOMASS,2026,INDIA,NER,0.238845897
2025,EG_BIOMASS,2027,INDIA,NR,0.238845897
2025,EG_BIOMASS,2027,INDIA,ER,0.238845897
2025,EG_BIOMASS,2027,INDIA,WR,0.238845897
2025,EG_BIOMASS,2027,INDIA,SR,0.238845897
2025,EG_BIOMASS,2027,INDIA,NER,0.238845897
2025,EG_BIOMASS,2028,INDIA,NR,0.238845897
2025,EG_BIOMASS,2028,INDIA,ER,0.238845897
2025,EG_BIOMASS,2028,INDIA,WR,0.238845897
2025,EG_BIOMASS,2028,INDIA,SR,0.238845897
2025,EG_BIOMASS,2028,INDIA,NER,0.238845897
2025,EG_BIOMASS,2029,INDIA,NR,0.238845897
2025,EG_BIOMASS,2029,INDIA,ER,0.238845897
2025,EG_BIOMASS,2029,INDIA,WR,0.238845897
2025,EG_BIOMASS,2029,INDIA,SR,0.238845897
2025,EG_BIOMASS,2029,INDIA,NER,0.238845897
2025,EG_BIOMASS,2030,INDIA,NR,0.238845897
2025,EG_BIOMASS,2030,INDIA,ER,0.238845897
2025,EG_BIOMASS,2030,INDIA,WR,0.238845897
2025,EG_BIOMASS,2030,INDIA,SR,0.238845897
2025,EG_BIOMASS,2030,INDIA,NER,0.238845897
2025,EG_BIOMASS,2031,INDIA,NR,0.238845897
2025,EG_BIOMASS,2031,INDIA,ER,0.238845897
2025,EG_BIOMASS,2031,INDIA,WR,0.238845897
2025,EG_BIOMASS,2031,INDIA,SR,0.238845897
2025,EG_BIOMASS,2031,INDIA,NER,0.238845897
2026,EG_BIOMASS,2026,INDIA,NR,0.238845897
2026,EG_BIOMASS,2026,INDIA,ER,0.238845897
2026,EG_BIOMASS,2026,INDIA,WR,0.238845897
2026,EG_BIOMASS,2026,INDIA,SR,0.238845897
2026,EG_BIOMASS,2026,INDIA,NER,0.238845897
2026,EG_BIOMASS,2027,INDIA,NR,0.238845897
2026,EG_BIOMASS,2027,INDIA,ER,0.238845897
2026,EG_BIOMASS,2027,INDIA,WR,0.238845897
2026,EG_BIOMASS,2027,INDIA,SR,0.238845897
2026,EG_BIOMASS,2027,INDIA,NER,0.238845897
2026,EG_BIOMASS,2028,INDIA,NR,0.238845897
2026,EG_BIOMASS,2028,INDIA,ER,0.238845897
2026,EG_BIOMASS,2028,INDIA,WR,0.238845897
2026,EG_BIOMASS,2028,INDIA,SR,0.238845897
2026,EG_BIOMASS,2028,INDIA,NER,0.238845897
2026,EG_BIOMASS,2029,INDIA,NR,0.238845897
2026,EG_BIOMASS,2029,INDIA,ER,0.238845897
2026,EG_BIOMASS,2029,INDIA,WR,0.238845897
2026,EG_BIOMASS,2029,INDIA,SR,0.238845897
2026,EG_BIOMASS,2029,INDIA,NER,0.238845897
2026,EG_BIOMASS,2030,INDIA,NR,0.238845897
2026,EG_BIOMASS,2030,INDIA,ER,0.238845897
2026,EG_BIOMASS,2030,INDIA,WR,0.238845897
2026,EG_BIOMASS,2030,INDIA,SR,0.238845897
2026,EG_BIOMASS,2030,INDIA,NER,0.238845897
2026,EG_BIOMASS,2031,INDIA,NR,0.238845897
2026,EG_BIOMASS,2031,INDIA,ER,0.238845897
2026,EG_BIOMASS,2031,INDIA,WR,0.238845897
2026,EG_BIOMASS,2031,INDIA,SR,0.238845897
2026,EG_BIOMASS,2031,INDIA,NER,0.238845897
2027,EG_BIOMASS,2027,INDIA,NR,0.238845897
2027,EG_BIOMASS,2027,INDIA,ER,0.238845897
2027,EG_BIOMASS,2027,INDIA,WR,0.238845897
2027,EG_BIOMASS,2027,INDIA,SR,0.238845897
2027,EG_BIOMASS,2027,INDIA,NER,0.238845897
2027,EG_BIOMASS,2028,INDIA,NR,0.238845897
2027,EG_BIOMASS,2028,INDIA,ER,0.238845897
2027,EG_BIOMASS,2028,INDIA,WR,0.238845897
2027,EG_BIOMASS,2028,INDIA,SR,0.238845897
2027,EG_BIOMASS,2028,INDIA,NER,0.238845897
2027,EG_BIOMASS,2029,INDIA,NR,0.238845897
2027,EG_BIOMASS,2029,INDIA,ER,0.238845897
2027,EG_BIOMASS,2029,INDIA,WR,0.238845897
2027,EG_BIOMASS,2029,INDIA,SR,0.238845897
2027,EG_BIOMASS,2029,INDIA,NER,0.238845897
2027,EG_BIOMASS,2030,INDIA,NR,0.238845897
2027,EG_BIOMASS,2030,INDIA,ER,0.238845897
2027,EG_BIOMASS,2030,INDIA,WR,0.238845897
2027,EG_BIOMASS,2030,INDIA,SR,0.238845897
2027,EG_BIOMASS,2030,INDIA,NER,0.238845897
2027,EG_BIOMASS,2031,INDIA,NR,0.238845897
2027,EG_BIOMASS,2031,INDIA,ER,0.238845897
2027,EG_BIOMASS,2031,INDIA,WR,0.238845897
2027,EG_BIOMASS,2031,INDIA,SR,0.238845897
2027,EG_BIOMASS,2031,INDIA,NER,0.238845897
2028,EG_BIOMASS,2028,INDIA,NR,0.238845897
2028,EG_BIOMASS,2028,INDIA,ER,0.238845897
2028,EG_BIOMASS,2028,INDIA,WR,0.238845897
2028,EG_BIOMASS,2028,INDIA,SR,0.238845897
2028,EG_BIOMASS,2028,INDIA,NER,0.238845897
2028,EG_BIOMASS,2029,INDIA,NR,0.238845897
2028,EG_BIOMASS,2029,INDIA,ER,0.238845897
2028,EG_BIOMASS,2029,INDIA,WR,0.238845897
2028,EG_BIOMASS,2029,INDIA,SR,0.238845897
2028,EG_BIOMASS,2029,INDIA,NER,0.238845897
2028,EG_BIOMASS,2030,INDIA,NR,0.238845897
2028,EG_BIOMASS,2030,INDIA,ER,0.238845897
2028,EG_BIOMASS,2030,INDIA,WR,0.238845897
2028,EG_BIOMASS,2030,INDIA,SR,0.238845897
2028,EG_BIOMASS,2030,INDIA,NER,0.238845897
2028,EG_BIOMASS,2031,INDIA,NR,0.238845897
2028,EG_BIOMASS,2031,INDIA,ER,0.238845897
2028,EG_BIOMASS,2031,INDIA,WR,0.238845897
2028,EG_BIOMASS,2031,INDIA,SR,0.238845897
2028,EG_BIOMASS,2031,INDIA,NER,0.238845897
2029,EG_BIOMASS,2029,INDIA,NR,0.238845897
2029,EG_BIOMASS,2029,INDIA,ER,0.238845897
2029,EG_BIOMASS,2029,INDIA,WR,0.238845897
2029,EG_BIOMASS,2029,INDIA,SR,0.238845897
2029,EG_BIOMASS,2029,INDIA,NER,0.238845897
2029,EG_BIOMASS,2030,INDIA,NR,0.238845897
2029,EG_BIOMASS,2030,INDIA,ER,0.238845897
2029,EG_BIOMASS,2030,INDIA,WR,0.238845897
2029,EG_BIOMASS,2030,INDIA,SR,0.238845897
2029,EG_BIOMASS,2030,INDIA,NER,0.238845897
2029,EG_BIOMASS,2031,INDIA,NR,0.238845897
2029,EG_BIOMASS,2031,INDIA,ER,0.238845897
2029,EG_BIOMASS,2031,INDIA,WR,0.238845897
2029,EG_BIOMASS,2031,INDIA,SR,0.238845897
2029,EG_BIOMASS,2031,INDIA,NER,0.238845897
2030,EG_BIOMASS,2030,INDIA,NR,0.238845897
2030,EG_BIOMASS,2030,INDIA,ER,0.238845897
2030,EG_BIOMASS,2030,INDIA,WR,0.238845897
2030,EG_BIOMASS,2030,INDIA,SR,0.238845897
2030,EG_BIOMASS,2030,INDIA,NER,0.238845897
2030,EG_BIOMASS,2031,INDIA,NR,0.238845897
2030,EG_BIOMASS,2031,INDIA,ER,0.238845897
2030,EG_BIOMASS,2031,INDIA,WR,0.238845897
2030,EG_BIOMASS,2031,INDIA,SR,0.238845897
2030,EG_BIOMASS,2031,INDIA,NER,0.238845897
2031,EG_BIOMASS,2031,INDIA,NR,0.238845897
2031,EG_BIOMASS,2031,INDIA,ER,0.238845897
2031,EG_BIOMASS,2031,INDIA,WR,0.238845897
