InstYear,EnergyConvTech,Year,ModelGeography,SubGeography1,MaxAnnualUF
2023,EG_COAL,2029,INDIA,NER,0.85
2023,EG_COAL,2030,INDIA,NR,0.85
2023,EG_COAL,2030,INDIA,ER,0.85
2023,EG_COAL,2030,INDIA,WR,0.85
2023,EG_COAL,2030,INDIA,SR,0.85
2023,EG_COAL,2030,INDIA,NER,0.85
2023,EG_COAL,2031,INDIA,NR,0.85
2023,EG_COAL,2031,INDIA,ER,0.85
2023,EG_COAL,2031,INDIA,WR,0.85
2023,EG_COAL,2031,INDIA,SR,0.85
2023,EG_COAL,2031,INDIA,NER,0.85
2024,EG_COAL,2024,INDIA,NR,0.85
2024,EG_COAL,2024,INDIA,ER,0.85
2024,EG_COAL,2024,INDIA,WR,0.85
2024,EG_COAL,2024,INDIA,SR,0.85
2024,EG_COAL,2024,INDIA,NER,0.85
2024,EG_COAL,2025,INDIA,NR,0.85
2024,EG_COAL,2025,INDIA,ER,0.85
2024,EG_COAL,2025,INDIA,WR,0.85
2024,EG_COAL,2025,INDIA,SR,0.85
2024,EG_COAL,2025,INDIA,NER,0.85
2024,EG_COAL,2026,INDIA,NR,0.85
2024,EG_COAL,2026,INDIA,ER,0.85
2024,EG_COAL,2026,INDIA,WR,0.85
2024,EG_COAL,2026,INDIA,SR,0.85
2024,EG_COAL,2026,INDIA,NER,0.85
2024,EG_COAL,2027,INDIA,NR,0.85
2024,EG_COAL,2027,INDIA,ER,0.85
2024,EG_COAL,2027,INDIA,WR,0.85
2024,EG_COAL,2027,INDIA,SR,0.85
2024,EG_COAL,2027,INDIA,NER,0.85
2024,EG_COAL,2028,INDIA,NR,0.85
2024,EG_COAL,2028,INDIA,ER,0.85
2024,EG_COAL,2028,INDIA,WR,0.85
2024,EG_COAL,2028,INDIA,SR,0.85
2024,EG_COAL,2028,INDIA,NER,0.85
2024,EG_COAL,2029,INDIA,NR,0.85
2024,EG_COAL,2029,INDIA,ER,0.85
2024,EG_COAL,2029,INDIA,WR,0.85
2024,EG_COAL,2029,INDIA,SR,0.85
2024,EG_COAL,2029,INDIA,NER,0.85
2024,EG_COAL,2030,INDIA,NR,0.85
2024,EG_COAL,2030,INDIA,ER,0.85
2024,EG_COAL,2030,INDIA,WR,0.85
2024,EG_COAL,2030,INDIA,SR,0.85
2024,EG_COAL,2030,INDIA,NER,0.85
2024,EG_COAL,2031,INDIA,NR,0.85
2024,EG_COAL,2031,INDIA,ER,0.85
2024,EG_COAL,2031,INDIA,WR,0.85
2024,EG_COAL,2031,INDIA,SR,0.85
2024,EG_COAL,2031,INDIA,NER,0.85
2025,EG_COAL,2025,INDIA,NR,0.85
2025,EG_COAL,2025,INDIA,ER,0.85
2025,EG_COAL,2025,INDIA,WR,0.85
2025,EG_COAL,2025,INDIA,SR,0.85
2025,EG_COAL,2025,INDIA,NER,0.85
2025,EG_COAL,2026,INDIA,NR,0.85
2025,EG_COAL,2026,INDIA,ER,0.85
2025,EG_COAL,2026,INDIA,WR,0.85
2025,EG_COAL,2026,INDIA,SR,0.85
2025,EG_COAL,2026,INDIA,NER,0.85
2025,EG_COAL,2027,INDIA,NR,0.85
2025,EG_COAL,2027,INDIA,ER,0.85
2025,EG_COAL,2027,INDIA,WR,0.85
2025,EG_COAL,2027,INDIA,SR,0.85
2025,EG_COAL,2027,INDIA,NER,0.85
2025,EG_COAL,2028,INDIA,NR,0.85
2025,EG_COAL,2028,INDIA,ER,0.85
2025,EG_COAL,2028,INDIA,WR,0.85
2025,EG_COAL,2028,INDIA,SR,0.85
2025,EG_COAL,2028,INDIA,NER,0.85
2025,EG_COAL,2029,INDIA,NR,0.85
2025,EG_COAL,2029,INDIA,ER,0.85
2025,EG_COAL,2029,INDIA,WR,0.85
2025,EG_COAL,2029,INDIA,SR,0.85
2025,EG_COAL,2029,INDIA,NER,0.85
2025,EG_COAL,2030,INDIA,NR,0.85
2025,EG_COAL,2030,INDIA,ER,0.85
2025,EG_COAL,2030,INDIA,WR,0.85
2025,EG_COAL,2030,INDIA,SR,0.85
2025,EG_COAL,2030,INDIA,NER,0.85
2025,EG_COAL,2031,INDIA,NR,0.85
2025,EG_COAL,2031,INDIA,ER,0.85
2025,EG_COAL,2031,INDIA,WR,0.85
2025,EG_COAL,2031,INDIA,SR,0.85
2025,EG_COAL,2031,INDIA,NER,0.85
2026,EG_COAL,2026,INDIA,NR,0.85
2026,EG_COAL,2026,INDIA,ER,0.85
2026,EG_COAL,2026,INDIA,WR,0.85
2026,EG_COAL,2026,INDIA,SR,0.85
2026,EG_COAL,2026,INDIA,NER,0.85
2026,EG_COAL,2027,INDIA,NR,0.85
2026,EG_COAL,2027,INDIA,ER,0.85
2026,EG_COAL,2027,INDIA,WR,0.85
2026,EG_COAL,2027,INDIA,SR,0.85
2026,EG_COAL,2027,INDIA,NER,0.85
2026,EG_COAL,2028,INDIA,NR,0.85
2026,EG_COAL,2028,INDIA,ER,0.85
2026,EG_COAL,2028,INDIA,WR,0.85
2026,EG_COAL,2028,INDIA,SR,0.85
2026,EG_COAL,2028,INDIA,NER,0.85
2026,EG_COAL,2029,INDIA,NR,0.85
2026,EG_COAL,2029,INDIA,ER,0.85
2026,EG_COAL,2029,INDIA,WR,0.85
2026,EG_COAL,2029,INDIA,SR,0.85
2026,EG_COAL,2029,INDIA,NER,0.85
2026,EG_COAL,2030,INDIA,NR,0.85
2026,EG_COAL,2030,INDIA,ER,0.85
2026,EG_COAL,2030,INDIA,WR,0.85
2026,EG_COAL,2030,INDIA,SR,0.85
2026,EG_COAL,2030,INDIA,NER,0.85
2026,EG_COAL,2031,INDIA,NR,0.85
2026,EG_COAL,2031,INDIA,ER,0.85
2026,EG_COAL,2031,INDIA,WR,0.85
2026,EG_COAL,2031,INDIA,SR,0.85
2026,EG_COAL,2031,INDIA,NER,0.85
2027,EG_COAL,2027,INDIA,NR,0.85
2027,EG_COAL,2027,INDIA,ER,0.85
2027,EG_COAL,2027,INDIA,WR,0.85
2027,EG_COAL,2027,INDIA,SR,0.85
2027,EG_COAL,2027,INDIA,NER,0.85
2027,EG_COAL,2028,INDIA,NR,0.85
2027,EG_COAL,2028,INDIA,ER,0.85
2027,EG_COAL,2028,INDIA,WR,0.85
2027,EG_COAL,2028,INDIA,SR,0.85
2027,EG_COAL,2028,INDIA,NER,0.85
2027,EG_COAL,2029,INDIA,NR,0.85
2027,EG_COAL,2029,INDIA,ER,0.85
2027,EG_COAL,2029,INDIA,WR,0.85
2027,EG_COAL,2029,INDIA,SR,0.85
2027,EG_COAL,2029,INDIA,NER,0.85
2027,EG_COAL,2030,INDIA,NR,0.85
2027,EG_COAL,2030,INDIA,ER,0.85
2027,EG_COAL,2030,INDIA,WR,0.85
2027,EG_COAL,2030,INDIA,SR,0.85
2027,EG_COAL,2030,INDIA,NER,0.85
2027,EG_COAL,2031,INDIA,NR,0.85
2027,EG_COAL,2031,INDIA,ER,0.85
2027,EG_COAL,2031,INDIA,WR,0.85
2027,EG_COAL,2031,INDIA,SR,0.85
2027,EG_COAL,2031,INDIA,NER,0.85
2028,EG_COAL,2028,INDIA,NR,0.85
2028,EG_COAL,2028,INDIA,ER,0.85
2028,EG_COAL,2028,INDIA,WR,0.85
2028,EG_COAL,2028,INDIA,SR,0.85
2028,EG_COAL,2028,INDIA,NER,0.85
2028,EG_COAL,2029,INDIA,NR,0.85
2028,EG_COAL,2029,INDIA,ER,0.85
2028,EG_COAL,2029,INDIA,WR,0.85
2028,EG_COAL,2029,INDIA,SR,0.85
2028,EG_COAL,2029,INDIA,NER,0.85
2028,EG_COAL,2030,INDIA,NR,0.85
2028,EG_COAL,2030,INDIA,ER,0.85
2028,EG_COAL,2030,INDIA,WR,0.85
2028,EG_COAL,2030,INDIA,SR,0.85
2028,EG_COAL,2030,INDIA,NER,0.85
2028,EG_COAL,2031,INDIA,NR,0.85
2028,EG_COAL,2031,INDIA,ER,0.85
2028,EG_COAL,2031,INDIA,WR,0.85
2028,EG_COAL,2031,INDIA,SR,0.85
2028,EG_COAL,2031,INDIA,NER,0.85
2029,EG_COAL,2029,INDIA,NR,0.85
2029,EG_COAL,2029,INDIA,ER,0.85
2029,EG_COAL,2029,INDIA,WR,0.85
2029,EG_COAL,2029,INDIA,SR,0.85
2029,EG_COAL,2029,INDIA,NER,0.85
2029,EG_COAL,2030,INDIA,NR,0.85
2029,EG_COAL,2030,INDIA,ER,0.85
2029,EG_COAL,2030,INDIA,WR,0.85
2029,EG_COAL,2030,INDIA,SR,0.85
2029,EG_COAL,2030,INDIA,NER,0.85
2029,EG_COAL,2031,INDIA,NR,0.85
2029,EG_COAL,2031,INDIA,ER,0.85
2029,EG_COAL,2031,INDIA,WR,0.85
2029,EG_COAL,2031,INDIA,SR,0.85
2029,EG_COAL,2031,INDIA,NER,0.85
2030,EG_COAL,2030,INDIA,NR,0.85
2030,EG_COAL,2030,INDIA,ER,0.85
2030,EG_COAL,2030,INDIA,WR,0.85
2030,EG_COAL,2030,INDIA,SR,0.85
2030,EG_COAL,2030,INDIA,NER,0.85
2030,EG_COAL,2031,INDIA,NR,0.85
2030,EG_COAL,2031,INDIA,ER,0.85
2030,EG_COAL,2031,INDIA,WR,0.85
2030,EG_COAL,2031,INDIA,SR,0.85
2030,EG_COAL,2031,INDIA,NER,0.85
2031,EG_COAL,2031,INDIA,NR,0.85
2031,EG_COAL,2031,INDIA,ER,0.85
2031,EG_COAL,2031,INDIA,WR,0.85
2031,EG_COAL,2031,INDIA,SR,0.85
2031,EG_COAL,2031,INDIA,NER,0.85
2020,EG_CCGT,2021,INDIA,NR,0.85
2020,EG_CCGT,2022,INDIA,NR,0.85
2020,EG_CCGT,2023,INDIA,NR,0.85
2020,EG_CCGT,2024,INDIA,NR,0.85
2020,EG_CCGT,2025,INDIA,NR,0.85
2020,EG_CCGT,2026,INDIA,NR,0.85
2020,EG_CCGT,2027,INDIA,NR,0.85
2020,EG_CCGT,2028,INDIA,NR,0.85
2020,EG_CCGT,2029,INDIA,NR,0.85
2020,EG_CCGT,2030,INDIA,NR,0.85
2020,EG_CCGT,2031,INDIA,NR,0.85
2020,EG_CCGT,2021,INDIA,ER,0.85
2020,EG_CCGT,2022,INDIA,ER,0.85
2020,EG_CCGT,2023,INDIA,ER,0.85
2020,EG_CCGT,2024,INDIA,ER,0.85
2020,EG_CCGT,2025,INDIA,ER,0.85
2020,EG_CCGT,2026,INDIA,ER,0.85
2020,EG_CCGT,2027,INDIA,ER,0.85
2020,EG_CCGT,2028,INDIA,ER,0.85
2020,EG_CCGT,2029,INDIA,ER,0.85
2020,EG_CCGT,2030,INDIA,ER,0.85
2020,EG_CCGT,2031,INDIA,ER,0.85
2020,EG_CCGT,2021,INDIA,WR,0.85
2020,EG_CCGT,2022,INDIA,WR,0.85
2020,EG_CCGT,2023,INDIA,WR,0.85
2020,EG_CCGT,2024,INDIA,WR,0.85
2020,EG_CCGT,2025,INDIA,WR,0.85
2020,EG_CCGT,2026,INDIA,WR,0.85
2020,EG_CCGT,2027,INDIA,WR,0.85
2020,EG_CCGT,2028,INDIA,WR,0.85
2020,EG_CCGT,2029,INDIA,WR,0.85
2020,EG_CCGT,2030,INDIA,WR,0.85
2020,EG_CCGT,2031,INDIA,WR,0.85
2020,EG_CCGT,2021,INDIA,SR,0.85
2020,EG_CCGT,2022,INDIA,SR,0.85
2020,EG_CCGT,2023,INDIA,SR,0.85
2020,EG_CCGT,2024,INDIA,SR,0.85
2020,EG_CCGT,2025,INDIA,SR,0.85
2020,EG_CCGT,2026,INDIA,SR,0.85
2020,EG_CCGT,2027,INDIA,SR,0.85
2020,EG_CCGT,2028,INDIA,SR,0.85
2020,EG_CCGT,2029,INDIA,SR,0.85
2020,EG_CCGT,2030,INDIA,SR,0.85
2020,EG_CCGT,2031,INDIA,SR,0.85
2020,EG_CCGT,2021,INDIA,NER,0.85
2020,EG_CCGT,2022,INDIA,NER,0.85
2020,EG_CCGT,2023,INDIA,NER,0.85
2020,EG_CCGT,2024,INDIA,NER,0.85
2020,EG_CCGT,2025,INDIA,NER,0.85
2020,EG_CCGT,2026,INDIA,NER,0.85
2020,EG_CCGT,2027,INDIA,NER,0.85
2020,EG_CCGT,2028,INDIA,NER,0.85
2020,EG_CCGT,2029,INDIA,NER,0.85
2020,EG_CCGT,2030,INDIA,NER,0.85
2020,EG_CCGT,2031,INDIA,NER,0.85
2021,EG_CCGT,2021,INDIA,NR,0.85
2021,EG_CCGT,2021,INDIA,ER,0.85
2021,EG_CCGT,2021,INDIA,WR,0.85
2021,EG_CCGT,2021,INDIA,SR,0.85
2021,EG_CCGT,2021,INDIA,NER,0.85
2021,EG_CCGT,2022,INDIA,NR,0.85
2021,EG_CCGT,2022,INDIA,ER,0.85
2021,EG_CCGT,2022,INDIA,WR,0.85
2021,EG_CCGT,2022,INDIA,SR,0.85
2021,EG_CCGT,2022,INDIA,NER,0.85
2021,EG_CCGT,2023,INDIA,NR,0.85
2021,EG_CCGT,2023,INDIA,ER,0.85
2021,EG_CCGT,2023,INDIA,WR,0.85
2021,EG_CCGT,2023,INDIA,SR,0.85
2021,EG_CCGT,2023,INDIA,NER,0.85
2021,EG_CCGT,2024,INDIA,NR,0.85
2021,EG_CCGT,2024,INDIA,ER,0.85
2021,EG_CCGT,2024,INDIA,WR,0.85
2021,EG_CCGT,2024,INDIA,SR,0.85
2021,EG_CCGT,2024,INDIA,NER,0.85
2021,EG_CCGT,2025,INDIA,NR,0.85
2021,EG_CCGT,2025,INDIA,ER,0.85
2021,EG_CCGT,2025,INDIA,WR,0.85
2021,EG_CCGT,2025,INDIA,SR,0.85
2021,EG_CCGT,2025,INDIA,NER,0.85
2021,EG_CCGT,2026,INDIA,NR,0.85
2021,EG_CCGT,2026,INDIA,ER,0.85
2021,EG_CCGT,2026,INDIA,WR,0.85
2021,EG_CCGT,2026,INDIA,SR,0.85
2021,EG_CCGT,2026,INDIA,NER,0.85
2021,EG_CCGT,2027,INDIA,NR,0.85
2021,EG_CCGT,2027,INDIA,ER,0.85
2021,EG_CCGT,2027,INDIA,WR,0.85
2021,EG_CCGT,2027,INDIA,SR,0.85
2021,EG_CCGT,2027,INDIA,NER,0.85
2021,EG_CCGT,2028,INDIA,NR,0.85
2021,EG_CCGT,2028,INDIA,ER,0.85
2021,EG_CCGT,2028,INDIA,WR,0.85
2021,EG_CCGT,2028,INDIA,SR,0.85
2021,EG_CCGT,2028,INDIA,NER,0.85
2021,EG_CCGT,2029,INDIA,NR,0.85
2021,EG_CCGT,2029,INDIA,ER,0.85
2021,EG_CCGT,2029,INDIA,WR,0.85
2021,EG_CCGT,2029,INDIA,SR,0.85
2021,EG_CCGT,2029,INDIA,NER,0.85
2021,EG_CCGT,2030,INDIA,NR,0.85
2021,EG_CCGT,2030,INDIA,ER,0.85
2021,EG_CCGT,2030,INDIA,WR,0.85
2021,EG_CCGT,2030,INDIA,SR,0.85
2021,EG_CCGT,2030,INDIA,NER,0.85
2021,EG_CCGT,2031,INDIA,NR,0.85
2021,EG_CCGT,2031,INDIA,ER,0.85
2021,EG_CCGT,2031,INDIA,WR,0.85
2021,EG_CCGT,2031,INDIA,SR,0.85
2021,EG_CCGT,2031,INDIA,NER,0.85
2022,EG_CCGT,2022,INDIA,NR,0.85
2022,EG_CCGT,2022,INDIA,ER,0.85
2022,EG_CCGT,2022,INDIA,WR,0.85
2022,EG_CCGT,2022,INDIA,SR,0.85
2022,EG_CCGT,2022,INDIA,NER,0.85
2022,EG_CCGT,2023,INDIA,NR,0.85
2022,EG_CCGT,2023,INDIA,ER,0.85
2022,EG_CCGT,2023,INDIA,WR,0.85
2022,EG_CCGT,2023,INDIA,SR,0.85
2022,EG_CCGT,2023,INDIA,NER,0.85
2022,EG_CCGT,2024,INDIA,NR,0.85
2022,EG_CCGT,2024,INDIA,ER,0.85
2022,EG_CCGT,2024,INDIA,WR,0.85
2022,EG_CCGT,2024,INDIA,SR,0.85
2022,EG_CCGT,2024,INDIA,NER,0.85
2022,EG_CCGT,2025,INDIA,NR,0.85
2022,EG_CCGT,2025,INDIA,ER,0.85
2022,EG_CCGT,2025,INDIA,WR,0.85
2022,EG_CCGT,2025,INDIA,SR,0.85
2022,EG_CCGT,2025,INDIA,NER,0.85
2022,EG_CCGT,2026,INDIA,NR,0.85
2022,EG_CCGT,2026,INDIA,ER,0.85
2022,EG_CCGT,2026,INDIA,WR,0.85
2022,EG_CCGT,2026,INDIA,SR,0.85
2022,EG_CCGT,2026,INDIA,NER,0.85
2022,EG_CCGT,2027,INDIA,NR,0.85
2022,EG_CCGT,2027,INDIA,ER,0.85
2022,EG_CCGT,2027,INDIA,WR,0.85
2022,EG_CCGT,2027,INDIA,SR,0.85
2022,EG_CCGT,2027,INDIA,NER,0.85
2022,EG_CCGT,2028,INDIA,NR,0.85
2022,EG_CCGT,2028,INDIA,ER,0.85
2022,EG_CCGT,2028,INDIA,WR,0.85
2022,EG_CCGT,2028,INDIA,SR,0.85
2022,EG_CCGT,2028,INDIA,NER,0.85
2022,EG_CCGT,2029,INDIA,NR,0.85
2022,EG_CCGT,2029,INDIA,ER,0.85
2022,EG_CCGT,2029,INDIA,WR,0.85
2022,EG_CCGT,2029,INDIA,SR,0.85
2022,EG_CCGT,2029,INDIA,NER,0.85
2022,EG_CCGT,2030,INDIA,NR,0.85
2022,EG_CCGT,2030,INDIA,ER,0.85
2022,EG_CCGT,2030,INDIA,WR,0.85
2022,EG_CCGT,2030,INDIA,SR,0.85
2022,EG_CCGT,2030,INDIA,NER,0.85
2022,EG_CCGT,2031,INDIA,NR,0.85
2022,EG_CCGT,2031,INDIA,ER,0.85
2022,EG_CCGT,2031,INDIA,WR,0.85
2022,EG_CCGT,2031,INDIA,SR,0.85
2022,EG_CCGT,2031,INDIA,NER,0.85
2023,EG_CCGT,2023,INDIA,NR,0.85
2023,EG_CCGT,2023,INDIA,ER,0.85
2023,EG_CCGT,2023,INDIA,WR,0.85
2023,EG_CCGT,2023,INDIA,SR,0.85
2023,EG_CCGT,2023,INDIA,NER,0.85
2023,EG_CCGT,2024,INDIA,NR,0.85
2023,EG_CCGT,2024,INDIA,ER,0.85
2023,EG_CCGT,2024,INDIA,WR,0.85
2023,EG_CCGT,2024,INDIA,SR,0.85
2023,EG_CCGT,2024,INDIA,NER,0.85
2023,EG_CCGT,2025,INDIA,NR,0.85
2023,EG_CCGT,2025,INDIA,ER,0.85
2023,EG_CCGT,2025,INDIA,WR,0.85
2023,EG_CCGT,2025,INDIA,SR,0.85
2023,EG_CCGT,2025,INDIA,NER,0.85
2023,EG_CCGT,2026,INDIA,NR,0.85
2023,EG_CCGT,2026,INDIA,ER,0.85
2023,EG_CCGT,2026,INDIA,WR,0.85
2023,EG_CCGT,2026,INDIA,SR,0.85
2023,EG_CCGT,2026,INDIA,NER,0.85
2023,EG_CCGT,2027,INDIA,NR,0.85
2023,EG_CCGT,2027,INDIA,ER,0.85
2023,EG_CCGT,2027,INDIA,WR,0.85
2023,EG_CCGT,2027,INDIA,SR,0.85
2023,EG_CCGT,2027,INDIA,NER,0.85
2023,EG_CCGT,2028,INDIA,NR,0.85
2023,EG_CCGT,2028,INDIA,ER,0.85
2023,EG_CCGT,2028,INDIA,WR,0.85
2023,EG_CCGT,2028,INDIA,SR,0.85
2023,EG_CCGT,2028,INDIA,NER,0.85
2023,EG_CCGT,2029,INDIA,NR,0.85
2023,EG_CCGT,2029,INDIA,ER,0.85
2023,EG_CCGT,2029,INDIA,WR,0.85
2023,EG_CCGT,2029,INDIA,SR,0.85
2023,EG_CCGT,2029,INDIA,NER,0.85
2023,EG_CCGT,2030,INDIA,NR,0.85
2023,EG_CCGT,2030,INDIA,ER,0.85
2023,EG_CCGT,2030,INDIA,WR,0.85
2023,EG_CCGT,2030,INDIA,SR,0.85
2023,EG_CCGT,2030,INDIA,NER,0.85
2023,EG_CCGT,2031,INDIA,NR,0.85
2023,EG_CCGT,2031,INDIA,ER,0.85
2023,EG_CCGT,2031,INDIA,WR,0.85
2023,EG_CCGT,2031,INDIA,SR,0.85
2023,EG_CCGT,2031,INDIA,NER,0.85
2024,EG_CCGT,2024,INDIA,NR,0.85
2024,EG_CCGT,2024,INDIA,ER,0.85
2024,EG_CCGT,2024,INDIA,WR,0.85
2024,EG_CCGT,2024,INDIA,SR,0.85
2024,EG_CCGT,2024,INDIA,NER,0.85
2024,EG_CCGT,2025,INDIA,NR,0.85
2024,EG_CCGT,2025,INDIA,ER,0.85
2024,EG_CCGT,2025,INDIA,WR,0.85
2024,EG_CCGT,2025,INDIA,SR,0.85
2024,EG_CCGT,2025,INDIA,NER,0.85
2024,EG_CCGT,2026,INDIA,NR,0.85
2024,EG_CCGT,2026,INDIA,ER,0.85
2024,EG_CCGT,2026,INDIA,WR,0.85
2024,EG_CCGT,2026,INDIA,SR,0.85
2024,EG_CCGT,2026,INDIA,NER,0.85
2024,EG_CCGT,2027,INDIA,NR,0.85
2024,EG_CCGT,2027,INDIA,ER,0.85
2024,EG_CCGT,2027,INDIA,WR,0.85
2024,EG_CCGT,2027,INDIA,SR,0.85
2024,EG_CCGT,2027,INDIA,NER,0.85
2024,EG_CCGT,2028,INDIA,NR,0.85
2024,EG_CCGT,2028,INDIA,ER,0.85
2024,EG_CCGT,2028,INDIA,WR,0.85
2024,EG_CCGT,2028,INDIA,SR,0.85
2024,EG_CCGT,2028,INDIA,NER,0.85
2024,EG_CCGT,2029,INDIA,NR,0.85
2024,EG_CCGT,2029,INDIA,ER,0.85
2024,EG_CCGT,2029,INDIA,WR,0.85
2024,EG_CCGT,2029,INDIA,SR,0.85
2024,EG_CCGT,2029,INDIA,NER,0.85
2024,EG_CCGT,2030,INDIA,NR,0.85
2024,EG_CCGT,2030,INDIA,ER,0.85
2024,EG_CCGT,2030,INDIA,WR,0.85
2024,EG_CCGT,2030,INDIA,SR,0.85
2024,EG_CCGT,2030,INDIA,NER,0.85
2024,EG_CCGT,2031,INDIA,NR,0.85
2024,EG_CCGT,2031,INDIA,ER,0.85
2024,EG_CCGT,2031,INDIA,WR,0.85
2024,EG_CCGT,2031,INDIA,SR,0.85
2024,EG_CCGT,2031,INDIA,NER,0.85
2025,EG_CCGT,2025,INDIA,NR,0.85
2025,EG_CCGT,2025,INDIA,ER,0.85
2025,EG_CCGT,2025,INDIA,WR,0.85
2025,EG_CCGT,2025,INDIA,SR,0.85
2025,EG_CCGT,2025,INDIA,NER,0.85
2025,EG_CCGT,2026,INDIA,NR,0.85
2025,EG_CCGT,2026,INDIA,ER,0.85
2025,EG_CCGT,2026,INDIA,WR,0.85
2025,EG_CCGT,2026,INDIA,SR,0.85
2025,EG_CCGT,2026,INDIA,NER,0.85
2025,EG_CCGT,2027,INDIA,NR,0.85
2025,EG_CCGT,2027,INDIA,ER,0.85
2025,EG_CCGT,2027,INDIA,WR,0.85
2025,EG_CCGT,2027,INDIA,SR,0.85
2025,EG_CCGT,2027,INDIA,NER,0.85
2025,EG_CCGT,2028,INDIA,NR,0.85
2025,EG_CCGT,2028,INDIA,ER,0.85
2025,EG_CCGT,2028,INDIA,WR,0.85
2025,EG_CCGT,2028,INDIA,SR,0.85
2025,EG_CCGT,2028,INDIA,NER,0.85
2025,EG_CCGT,2029,INDIA,NR,0.85
2025,EG_CCGT,2029,INDIA,ER,0.85
2025,EG_CCGT,2029,INDIA,WR,0.85
2025,EG_CCGT,2029,INDIA,SR,0.85
2025,EG_CCGT,2029,INDIA,NER,0.85
2025,EG_CCGT,2030,INDIA,NR,0.85
2025,EG_CCGT,2030,INDIA,ER,0.85
2025,EG_CCGT,2030,INDIA,WR,0.85
2025,EG_CCGT,2030,INDIA,SR,0.85
2025,EG_CCGT,2030,INDIA,NER,0.85
2025,EG_CCGT,2031,INDIA,NR,0.85
2025,EG_CCGT,2031,INDIA,ER,0.85
2025,EG_CCGT,2031,INDIA,WR,0.85
2025,EG_CCGT,2031,INDIA,SR,0.85
2025,EG_CCGT,2031,INDIA,NER,0.85
2026,EG_CCGT,2026,INDIA,NR,0.85
2026,EG_CCGT,2026,INDIA,ER,0.85
2026,EG_CCGT,2026,INDIA,WR,0.85
2026,EG_CCGT,2026,INDIA,SR,0.85
2026,EG_CCGT,2026,INDIA,NER,0.85
2026,EG_CCGT,2027,INDIA,NR,0.85
2026,EG_CCGT,2027,INDIA,ER,0.85
2026,EG_CCGT,2027,INDIA,WR,0.85
2026,EG_CCGT,2027,INDIA,SR,0.85
2026,EG_CCGT,2027,INDIA,NER,0.85
2026,EG_CCGT,2028,INDIA,NR,0.85
2026,EG_CCGT,2028,INDIA,ER,0.85
2026,EG_CCGT,2028,INDIA,WR,0.85
2026,EG_CCGT,2028,INDIA,SR,0.85
2026,EG_CCGT,2028,INDIA,NER,0.85
2026,EG_CCGT,2029,INDIA,NR,0.85
2026,EG_CCGT,2029,INDIA,ER,0.85
2026,EG_CCGT,2029,INDIA,WR,0.85
2026,EG_CCGT,2029,INDIA,SR,0.85
2026,EG_CCGT,2029,INDIA,NER,0.85
2026,EG_CCGT,2030,INDIA,NR,0.85
2026,EG_CCGT,2030,INDIA,ER,0.85
2026,EG_CCGT,2030,INDIA,WR,0.85
2026,EG_CCGT,2030,INDIA,SR,0.85
2026,EG_CCGT,2030,INDIA,NER,0.85
2026,EG_CCGT,2031,INDIA,NR,0.85
2026,EG_CCGT,2031,INDIA,ER,0.85
2026,EG_CCGT,2031,INDIA,WR,0.85
2026,EG_CCGT,2031,INDIA,SR,0.85
2026,EG_CCGT,2031,INDIA,NER,0.85
2027,EG_CCGT,2027,INDIA,NR,0.85
2027,EG_CCGT,2027,INDIA,ER,0.85
2027,EG_CCGT,2027,INDIA,WR,0.85
2027,EG_CCGT,2027,INDIA,SR,0.85
2027,EG_CCGT,2027,INDIA,NER,0.85
2027,EG_CCGT,2028,INDIA,NR,0.85
2027,EG_CCGT,2028,INDIA,ER,0.85
2027,EG_CCGT,2028,INDIA,WR,0.85
2027,EG_CCGT,2028,INDIA,SR,0.85
2027,EG_CCGT,2028,INDIA,NER,0.85
2027,EG_CCGT,2029,INDIA,NR,0.85
2027,EG_CCGT,2029,INDIA,ER,0.85
2027,EG_CCGT,2029,INDIA,WR,0.85
2027,EG_CCGT,2029,INDIA,SR,0.85
2027,EG_CCGT,2029,INDIA,NER,0.85
2027,EG_CCGT,2030,INDIA,NR,0.85
2027,EG_CCGT,2030,INDIA,ER,0.85
2027,EG_CCGT,2030,INDIA,WR,0.85
2027,EG_CCGT,2030,INDIA,SR,0.85
2027,EG_CCGT,2030,INDIA,NER,0.85
2027,EG_CCGT,2031,INDIA,NR,0.85
2027,EG_CCGT,2031,INDIA,ER,0.85
2027,EG_CCGT,2031,INDIA,WR,0.85
2027,EG_CCGT,2031,INDIA,SR,0.85
2027,EG_CCGT,2031,INDIA,NER,0.85
2028,EG_CCGT,2028,INDIA,NR,0.85
2028,EG_CCGT,2028,INDIA,ER,0.85
2028,EG_CCGT,2028,INDIA,WR,0.85
2028,EG_CCGT,2028,INDIA,SR,0.85
2028,EG_CCGT,2028,INDIA,NER,0.85
2028,EG_CCGT,2029,INDIA,NR,0.85
2028,EG_CCGT,2029,INDIA,ER,0.85
2028,EG_CCGT,2029,INDIA,WR,0.85
2028,EG_CCGT,2029,INDIA,SR,0.85
2028,EG_CCGT,2029,INDIA,NER,0.85
2028,EG_CCGT,2030,INDIA,NR,0.85
2028,EG_CCGT,2030,INDIA,ER,0.85
2028,EG_CCGT,2030,INDIA,WR,0.85
2028,EG_CCGT,2030,INDIA,SR,0.85
2028,EG_CCGT,2030,INDIA,NER,0.85
2028,EG_CCGT,2031,INDIA,NR,0.85
2028,EG_CCGT,2031,INDIA,ER,0.85
2028,EG_CCGT,2031,INDIA,WR,0.85
