ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Season,DayType,DaySlice,FRIDGE
RURAL,Q5,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TN,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,ER,BR,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,ER,JH,2030,MONSOON,ALLDAYS,AFTERNOON,3
