EnergyService,EnergyCarrier,ModelGeography,SubGeography1,SubGeography2,Year,Elasticity
OTHER_ALL,BIOMASS,INDIA,,,2038,0.161080412
OTHER_ALL,BIOMASS,INDIA,,,2039,0.161080412
OTHER_ALL,BIOMASS,INDIA,,,2040,0.161080412
OTHER_ALL,BIOMASS,INDIA,,,2041,0.161080412
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2024,1.209520685
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2025,1.203473081
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2026,1.197455716
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2027,1.191468437
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2028,1.185511095
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2029,1.17958354
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2030,1.173685622
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2031,1.167817194
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2032,1.161978108
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2033,1.156168217
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NR,UK,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,SR,AP,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,SR,KA,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,SR,KL,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,SR,TN,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,SR,TS,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NER,AS,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,NER,NE,2034,1.150387376
OTHER_ALL,ELECTRICITY,INDIA,ER,BR,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,ER,JH,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,ER,OD,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,ER,WB,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,ER,SK,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,WR,CG,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,WR,GJ,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,WR,MP,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,WR,MH,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,WR,GA,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,NR,DL,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,NR,HR,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,NR,HP,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,NR,JK,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,NR,PB,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,NR,RJ,2035,1.144635439
OTHER_ALL,ELECTRICITY,INDIA,NR,UP,2035,1.144635439
